concept_name,concept_namespace,dataset_name,study_name,variable_name
crn13k2i1,pairfam,anchor4,pairfam,crn13k2i1
crn13k2i2,pairfam,anchor4,pairfam,crn13k2i2
crn13k2i3,pairfam,anchor4,pairfam,crn13k2i3
crn13k2i4,pairfam,anchor4,pairfam,crn13k2i4
crn13k2i5,pairfam,anchor4,pairfam,crn13k2i5
crn13k2i6,pairfam,anchor4,pairfam,crn13k2i6
crn13k2i7,pairfam,anchor4,pairfam,crn13k2i7
crn13k2i8,pairfam,anchor4,pairfam,crn13k2i8
crn13k2i9,pairfam,anchor4,pairfam,crn13k2i9
crn13k2i10,pairfam,anchor4,pairfam,crn13k2i10
crn13k2i11,pairfam,anchor4,pairfam,crn13k2i11
crn13k2i12,pairfam,anchor4,pairfam,crn13k2i12
crn13k2i14,pairfam,anchor4,pairfam,crn13k2i14
crn13k2i13,pairfam,anchor4,pairfam,crn13k2i13
crn13k2i13o,pairfam,anchor4,pairfam,crn13k2i13o
crn13k3i1,pairfam,anchor4,pairfam,crn13k3i1
crn13k3i2,pairfam,anchor4,pairfam,crn13k3i2
crn13k3i3,pairfam,anchor4,pairfam,crn13k3i3
crn13k3i4,pairfam,anchor4,pairfam,crn13k3i4
crn13k3i5,pairfam,anchor4,pairfam,crn13k3i5
crn13k3i6,pairfam,anchor4,pairfam,crn13k3i6
crn13k3i7,pairfam,anchor4,pairfam,crn13k3i7
crn13k3i8,pairfam,anchor4,pairfam,crn13k3i8
crn13k3i9,pairfam,anchor4,pairfam,crn13k3i9
crn13k3i10,pairfam,anchor4,pairfam,crn13k3i10
crn13k3i11,pairfam,anchor4,pairfam,crn13k3i11
crn13k3i12,pairfam,anchor4,pairfam,crn13k3i12
crn13k3i14,pairfam,anchor4,pairfam,crn13k3i14
crn13k3i13,pairfam,anchor4,pairfam,crn13k3i13
crn13k3i13o,pairfam,anchor4,pairfam,crn13k3i13o
crn13k4i1,pairfam,anchor4,pairfam,crn13k4i1
crn13k4i2,pairfam,anchor4,pairfam,crn13k4i2
crn13k4i3,pairfam,anchor4,pairfam,crn13k4i3
crn13k4i4,pairfam,anchor4,pairfam,crn13k4i4
crn13k4i5,pairfam,anchor4,pairfam,crn13k4i5
crn13k4i6,pairfam,anchor4,pairfam,crn13k4i6
crn13k4i7,pairfam,anchor4,pairfam,crn13k4i7
crn13k4i8,pairfam,anchor4,pairfam,crn13k4i8
crn13k4i9,pairfam,anchor4,pairfam,crn13k4i9
crn13k4i10,pairfam,anchor4,pairfam,crn13k4i10
crn13k4i11,pairfam,anchor4,pairfam,crn13k4i11
crn13k4i12,pairfam,anchor4,pairfam,crn13k4i12
crn13k4i14,pairfam,anchor4,pairfam,crn13k4i14
crn13k4i13,pairfam,anchor4,pairfam,crn13k4i13
crn13k4i13o,pairfam,anchor4,pairfam,crn13k4i13o
crn13k5i1,pairfam,anchor4,pairfam,crn13k5i1
crn13k5i2,pairfam,anchor4,pairfam,crn13k5i2
crn13k5i3,pairfam,anchor4,pairfam,crn13k5i3
crn13k5i4,pairfam,anchor4,pairfam,crn13k5i4
crn13k5i5,pairfam,anchor4,pairfam,crn13k5i5
crn13k5i6,pairfam,anchor4,pairfam,crn13k5i6
crn13k5i7,pairfam,anchor4,pairfam,crn13k5i7
crn13k5i8,pairfam,anchor4,pairfam,crn13k5i8
crn13k5i9,pairfam,anchor4,pairfam,crn13k5i9
crn13k5i10,pairfam,anchor4,pairfam,crn13k5i10
crn13k5i11,pairfam,anchor4,pairfam,crn13k5i11
crn13k5i12,pairfam,anchor4,pairfam,crn13k5i12
crn13k5i14,pairfam,anchor4,pairfam,crn13k5i14
crn13k5i13,pairfam,anchor4,pairfam,crn13k5i13
crn13k5i13o,pairfam,anchor4,pairfam,crn13k5i13o
crn13k6i1,pairfam,anchor4,pairfam,crn13k6i1
crn13k6i2,pairfam,anchor4,pairfam,crn13k6i2
crn13k6i3,pairfam,anchor4,pairfam,crn13k6i3
crn13k6i4,pairfam,anchor4,pairfam,crn13k6i4
crn13k6i5,pairfam,anchor4,pairfam,crn13k6i5
crn13k6i6,pairfam,anchor4,pairfam,crn13k6i6
crn13k6i7,pairfam,anchor4,pairfam,crn13k6i7
crn13k6i8,pairfam,anchor4,pairfam,crn13k6i8
crn13k6i9,pairfam,anchor4,pairfam,crn13k6i9
crn13k6i10,pairfam,anchor4,pairfam,crn13k6i10
crn13k6i11,pairfam,anchor4,pairfam,crn13k6i11
crn13k6i12,pairfam,anchor4,pairfam,crn13k6i12
crn13k6i14,pairfam,anchor4,pairfam,crn13k6i14
crn13k6i13,pairfam,anchor4,pairfam,crn13k6i13
crn13k7i1,pairfam,anchor4,pairfam,crn13k7i1
crn13k7i2,pairfam,anchor4,pairfam,crn13k7i2
crn13k7i3,pairfam,anchor4,pairfam,crn13k7i3
crn13k7i4,pairfam,anchor4,pairfam,crn13k7i4
crn13k7i5,pairfam,anchor4,pairfam,crn13k7i5
crn13k7i6,pairfam,anchor4,pairfam,crn13k7i6
crn13k7i7,pairfam,anchor4,pairfam,crn13k7i7
crn13k7i8,pairfam,anchor4,pairfam,crn13k7i8
crn13k7i9,pairfam,anchor4,pairfam,crn13k7i9
crn13k7i10,pairfam,anchor4,pairfam,crn13k7i10
crn13k7i11,pairfam,anchor4,pairfam,crn13k7i11
crn13k7i12,pairfam,anchor4,pairfam,crn13k7i12
crn13k7i14,pairfam,anchor4,pairfam,crn13k7i14
crn13k7i13,pairfam,anchor4,pairfam,crn13k7i13
crn13k8i1,pairfam,anchor4,pairfam,crn13k8i1
crn13k8i2,pairfam,anchor4,pairfam,crn13k8i2
crn13k8i3,pairfam,anchor4,pairfam,crn13k8i3
crn13k8i4,pairfam,anchor4,pairfam,crn13k8i4
crn13k8i5,pairfam,anchor4,pairfam,crn13k8i5
crn13k8i6,pairfam,anchor4,pairfam,crn13k8i6
crn13k8i7,pairfam,anchor4,pairfam,crn13k8i7
crn13k8i8,pairfam,anchor4,pairfam,crn13k8i8
crn13k8i9,pairfam,anchor4,pairfam,crn13k8i9
crn13k8i10,pairfam,anchor4,pairfam,crn13k8i10
crn13k8i11,pairfam,anchor4,pairfam,crn13k8i11
crn13k8i12,pairfam,anchor4,pairfam,crn13k8i12
crn13k8i14,pairfam,anchor4,pairfam,crn13k8i14
crn13k8i13,pairfam,anchor4,pairfam,crn13k8i13
crn13k9i1,pairfam,anchor4,pairfam,crn13k9i1
crn13k9i2,pairfam,anchor4,pairfam,crn13k9i2
crn13k9i3,pairfam,anchor4,pairfam,crn13k9i3
crn13k9i4,pairfam,anchor4,pairfam,crn13k9i4
crn13k9i5,pairfam,anchor4,pairfam,crn13k9i5
crn13k9i6,pairfam,anchor4,pairfam,crn13k9i6
crn13k9i7,pairfam,anchor4,pairfam,crn13k9i7
crn13k9i8,pairfam,anchor4,pairfam,crn13k9i8
crn13k9i9,pairfam,anchor4,pairfam,crn13k9i9
crn13k9i10,pairfam,anchor4,pairfam,crn13k9i10
crn13k9i11,pairfam,anchor4,pairfam,crn13k9i11
crn13k9i12,pairfam,anchor4,pairfam,crn13k9i12
crn13k9i14,pairfam,anchor4,pairfam,crn13k9i14
crn13k9i13,pairfam,anchor4,pairfam,crn13k9i13
crn13k10i1,pairfam,anchor4,pairfam,crn13k10i1
crn13k10i2,pairfam,anchor4,pairfam,crn13k10i2
crn13k10i3,pairfam,anchor4,pairfam,crn13k10i3
crn13k10i4,pairfam,anchor4,pairfam,crn13k10i4
crn13k10i5,pairfam,anchor4,pairfam,crn13k10i5
crn13k10i6,pairfam,anchor4,pairfam,crn13k10i6
crn13k10i7,pairfam,anchor4,pairfam,crn13k10i7
crn13k10i8,pairfam,anchor4,pairfam,crn13k10i8
crn13k10i9,pairfam,anchor4,pairfam,crn13k10i9
crn13k10i10,pairfam,anchor4,pairfam,crn13k10i10
crn13k10i11,pairfam,anchor4,pairfam,crn13k10i11
crn13k10i12,pairfam,anchor4,pairfam,crn13k10i12
crn13k10i14,pairfam,anchor4,pairfam,crn13k10i14
crn13k10i13,pairfam,anchor4,pairfam,crn13k10i13
crn14k1i1,pairfam,anchor4,pairfam,crn14k1i1
crn14k1i2,pairfam,anchor4,pairfam,crn14k1i2
crn14k1i3,pairfam,anchor4,pairfam,crn14k1i3
crn14k1i4,pairfam,anchor4,pairfam,crn14k1i4
crn14k1i5,pairfam,anchor4,pairfam,crn14k1i5
crn14k1i6,pairfam,anchor4,pairfam,crn14k1i6
crn14k1i7,pairfam,anchor4,pairfam,crn14k1i7
crn14k1i8,pairfam,anchor4,pairfam,crn14k1i8
crn14k1i9,pairfam,anchor4,pairfam,crn14k1i9
crn14k1i10,pairfam,anchor4,pairfam,crn14k1i10
crn14k1i11,pairfam,anchor4,pairfam,crn14k1i11
crn14k1i12,pairfam,anchor4,pairfam,crn14k1i12
crn14k1i14,pairfam,anchor4,pairfam,crn14k1i14
crn14k1i13,pairfam,anchor4,pairfam,crn14k1i13
crn14k1i13o,pairfam,anchor4,pairfam,crn14k1i13o
crn14k2i1,pairfam,anchor4,pairfam,crn14k2i1
crn14k2i2,pairfam,anchor4,pairfam,crn14k2i2
crn14k2i3,pairfam,anchor4,pairfam,crn14k2i3
crn14k2i4,pairfam,anchor4,pairfam,crn14k2i4
crn14k2i5,pairfam,anchor4,pairfam,crn14k2i5
crn14k2i6,pairfam,anchor4,pairfam,crn14k2i6
crn14k2i7,pairfam,anchor4,pairfam,crn14k2i7
crn14k2i8,pairfam,anchor4,pairfam,crn14k2i8
crn14k2i9,pairfam,anchor4,pairfam,crn14k2i9
crn14k2i10,pairfam,anchor4,pairfam,crn14k2i10
crn14k2i11,pairfam,anchor4,pairfam,crn14k2i11
crn14k2i12,pairfam,anchor4,pairfam,crn14k2i12
crn14k2i14,pairfam,anchor4,pairfam,crn14k2i14
crn14k2i13,pairfam,anchor4,pairfam,crn14k2i13
crn14k2i13o,pairfam,anchor4,pairfam,crn14k2i13o
crn14k3i1,pairfam,anchor4,pairfam,crn14k3i1
crn14k3i2,pairfam,anchor4,pairfam,crn14k3i2
crn14k3i3,pairfam,anchor4,pairfam,crn14k3i3
crn14k3i4,pairfam,anchor4,pairfam,crn14k3i4
crn14k3i5,pairfam,anchor4,pairfam,crn14k3i5
crn14k3i6,pairfam,anchor4,pairfam,crn14k3i6
crn14k3i7,pairfam,anchor4,pairfam,crn14k3i7
crn14k3i8,pairfam,anchor4,pairfam,crn14k3i8
crn14k3i9,pairfam,anchor4,pairfam,crn14k3i9
crn14k3i10,pairfam,anchor4,pairfam,crn14k3i10
crn14k3i11,pairfam,anchor4,pairfam,crn14k3i11
crn14k3i12,pairfam,anchor4,pairfam,crn14k3i12
crn14k3i14,pairfam,anchor4,pairfam,crn14k3i14
crn14k3i13,pairfam,anchor4,pairfam,crn14k3i13
crn14k3i13o,pairfam,anchor4,pairfam,crn14k3i13o
crn14k4i1,pairfam,anchor4,pairfam,crn14k4i1
crn14k4i2,pairfam,anchor4,pairfam,crn14k4i2
crn14k4i3,pairfam,anchor4,pairfam,crn14k4i3
crn14k4i4,pairfam,anchor4,pairfam,crn14k4i4
crn14k4i5,pairfam,anchor4,pairfam,crn14k4i5
crn14k4i6,pairfam,anchor4,pairfam,crn14k4i6
crn14k4i7,pairfam,anchor4,pairfam,crn14k4i7
crn14k4i8,pairfam,anchor4,pairfam,crn14k4i8
crn14k4i9,pairfam,anchor4,pairfam,crn14k4i9
crn14k4i10,pairfam,anchor4,pairfam,crn14k4i10
crn14k4i11,pairfam,anchor4,pairfam,crn14k4i11
crn14k4i12,pairfam,anchor4,pairfam,crn14k4i12
crn14k4i14,pairfam,anchor4,pairfam,crn14k4i14
crn14k4i13,pairfam,anchor4,pairfam,crn14k4i13
crn14k4i13o,pairfam,anchor4,pairfam,crn14k4i13o
crn14k5i1,pairfam,anchor4,pairfam,crn14k5i1
crn14k5i2,pairfam,anchor4,pairfam,crn14k5i2
crn14k5i3,pairfam,anchor4,pairfam,crn14k5i3
crn14k5i4,pairfam,anchor4,pairfam,crn14k5i4
crn14k5i5,pairfam,anchor4,pairfam,crn14k5i5
crn14k5i6,pairfam,anchor4,pairfam,crn14k5i6
crn14k5i7,pairfam,anchor4,pairfam,crn14k5i7
crn14k5i8,pairfam,anchor4,pairfam,crn14k5i8
crn14k5i9,pairfam,anchor4,pairfam,crn14k5i9
crn14k5i10,pairfam,anchor4,pairfam,crn14k5i10
crn14k5i11,pairfam,anchor4,pairfam,crn14k5i11
crn14k5i12,pairfam,anchor4,pairfam,crn14k5i12
crn14k5i14,pairfam,anchor4,pairfam,crn14k5i14
crn14k5i13,pairfam,anchor4,pairfam,crn14k5i13
crn14k5i13o,pairfam,anchor4,pairfam,crn14k5i13o
crn14k6i1,pairfam,anchor4,pairfam,crn14k6i1
crn14k6i2,pairfam,anchor4,pairfam,crn14k6i2
crn14k6i3,pairfam,anchor4,pairfam,crn14k6i3
crn14k6i4,pairfam,anchor4,pairfam,crn14k6i4
crn14k6i5,pairfam,anchor4,pairfam,crn14k6i5
crn14k6i6,pairfam,anchor4,pairfam,crn14k6i6
crn14k6i7,pairfam,anchor4,pairfam,crn14k6i7
crn14k6i8,pairfam,anchor4,pairfam,crn14k6i8
crn14k6i9,pairfam,anchor4,pairfam,crn14k6i9
crn14k6i10,pairfam,anchor4,pairfam,crn14k6i10
crn14k6i11,pairfam,anchor4,pairfam,crn14k6i11
crn14k6i12,pairfam,anchor4,pairfam,crn14k6i12
crn14k6i14,pairfam,anchor4,pairfam,crn14k6i14
crn14k6i13,pairfam,anchor4,pairfam,crn14k6i13
crn14k6i13o,pairfam,anchor4,pairfam,crn14k6i13o
crn14k7i1,pairfam,anchor4,pairfam,crn14k7i1
crn14k7i2,pairfam,anchor4,pairfam,crn14k7i2
crn14k7i3,pairfam,anchor4,pairfam,crn14k7i3
crn14k7i4,pairfam,anchor4,pairfam,crn14k7i4
crn14k7i5,pairfam,anchor4,pairfam,crn14k7i5
crn14k7i6,pairfam,anchor4,pairfam,crn14k7i6
crn14k7i7,pairfam,anchor4,pairfam,crn14k7i7
crn14k7i8,pairfam,anchor4,pairfam,crn14k7i8
crn14k7i9,pairfam,anchor4,pairfam,crn14k7i9
crn14k7i10,pairfam,anchor4,pairfam,crn14k7i10
crn14k7i11,pairfam,anchor4,pairfam,crn14k7i11
crn14k7i12,pairfam,anchor4,pairfam,crn14k7i12
crn14k7i14,pairfam,anchor4,pairfam,crn14k7i14
crn14k7i13,pairfam,anchor4,pairfam,crn14k7i13
crn14k8i1,pairfam,anchor4,pairfam,crn14k8i1
crn14k8i2,pairfam,anchor4,pairfam,crn14k8i2
crn14k8i3,pairfam,anchor4,pairfam,crn14k8i3
crn14k8i4,pairfam,anchor4,pairfam,crn14k8i4
crn14k8i5,pairfam,anchor4,pairfam,crn14k8i5
crn14k8i6,pairfam,anchor4,pairfam,crn14k8i6
crn14k8i7,pairfam,anchor4,pairfam,crn14k8i7
crn14k8i8,pairfam,anchor4,pairfam,crn14k8i8
crn14k8i9,pairfam,anchor4,pairfam,crn14k8i9
crn14k8i10,pairfam,anchor4,pairfam,crn14k8i10
crn14k8i11,pairfam,anchor4,pairfam,crn14k8i11
crn14k8i12,pairfam,anchor4,pairfam,crn14k8i12
crn14k8i14,pairfam,anchor4,pairfam,crn14k8i14
crn14k8i13,pairfam,anchor4,pairfam,crn14k8i13
crn14k9i1,pairfam,anchor4,pairfam,crn14k9i1
crn14k9i2,pairfam,anchor4,pairfam,crn14k9i2
crn14k9i3,pairfam,anchor4,pairfam,crn14k9i3
crn14k9i4,pairfam,anchor4,pairfam,crn14k9i4
crn14k9i5,pairfam,anchor4,pairfam,crn14k9i5
crn14k9i6,pairfam,anchor4,pairfam,crn14k9i6
crn14k9i7,pairfam,anchor4,pairfam,crn14k9i7
crn14k9i8,pairfam,anchor4,pairfam,crn14k9i8
crn14k9i9,pairfam,anchor4,pairfam,crn14k9i9
crn14k9i10,pairfam,anchor4,pairfam,crn14k9i10
crn14k9i11,pairfam,anchor4,pairfam,crn14k9i11
crn14k9i12,pairfam,anchor4,pairfam,crn14k9i12
crn14k9i14,pairfam,anchor4,pairfam,crn14k9i14
crn14k9i13,pairfam,anchor4,pairfam,crn14k9i13
crn14k10i1,pairfam,anchor4,pairfam,crn14k10i1
crn14k10i2,pairfam,anchor4,pairfam,crn14k10i2
crn14k10i3,pairfam,anchor4,pairfam,crn14k10i3
crn14k10i4,pairfam,anchor4,pairfam,crn14k10i4
crn14k10i5,pairfam,anchor4,pairfam,crn14k10i5
crn14k10i6,pairfam,anchor4,pairfam,crn14k10i6
crn14k10i7,pairfam,anchor4,pairfam,crn14k10i7
crn14k10i8,pairfam,anchor4,pairfam,crn14k10i8
crn14k10i9,pairfam,anchor4,pairfam,crn14k10i9
crn14k10i10,pairfam,anchor4,pairfam,crn14k10i10
crn14k10i11,pairfam,anchor4,pairfam,crn14k10i11
crn14k10i12,pairfam,anchor4,pairfam,crn14k10i12
crn14k10i14,pairfam,anchor4,pairfam,crn14k10i14
crn14k10i13,pairfam,anchor4,pairfam,crn14k10i13
crn15k1,pairfam,anchor4,pairfam,crn15k1
crn15k2,pairfam,anchor4,pairfam,crn15k2
crn15k3,pairfam,anchor4,pairfam,crn15k3
crn15k4,pairfam,anchor4,pairfam,crn15k4
crn15k5,pairfam,anchor4,pairfam,crn15k5
crn15k6,pairfam,anchor4,pairfam,crn15k6
crn15k7,pairfam,anchor4,pairfam,crn15k7
crn15k8,pairfam,anchor4,pairfam,crn15k8
crn15k9,pairfam,anchor4,pairfam,crn15k9
crn15k10,pairfam,anchor4,pairfam,crn15k10
crn11i7,pairfam,anchor4,pairfam,crn11i7
crn11i8,pairfam,anchor4,pairfam,crn11i8
crn11i9,pairfam,anchor4,pairfam,crn11i9
crn11i10,pairfam,anchor4,pairfam,crn11i10
crn20i1,pairfam,anchor4,pairfam,crn20i1
crn20i2,pairfam,anchor4,pairfam,crn20i2
crn20i3,pairfam,anchor4,pairfam,crn20i3
crn20i4,pairfam,anchor4,pairfam,crn20i4
crn21i1,pairfam,anchor4,pairfam,crn21i1
crn21i2,pairfam,anchor4,pairfam,crn21i2
crn21i3,pairfam,anchor4,pairfam,crn21i3
crn40,pairfam,anchor4,pairfam,crn40
ccs1k1,pairfam,anchor4,pairfam,ccs1k1
ccs1k2,pairfam,anchor4,pairfam,ccs1k2
ccs1k3,pairfam,anchor4,pairfam,ccs1k3
ccs1k4,pairfam,anchor4,pairfam,ccs1k4
ccs1k5,pairfam,anchor4,pairfam,ccs1k5
ccs1k6,pairfam,anchor4,pairfam,ccs1k6
ccs1k7,pairfam,anchor4,pairfam,ccs1k7
ccs2k1,pairfam,anchor4,pairfam,ccs2k1
ccs2k2,pairfam,anchor4,pairfam,ccs2k2
ccs2k3,pairfam,anchor4,pairfam,ccs2k3
ccs2k4,pairfam,anchor4,pairfam,ccs2k4
ccs2k5,pairfam,anchor4,pairfam,ccs2k5
ccs2k6,pairfam,anchor4,pairfam,ccs2k6
ccs2k7,pairfam,anchor4,pairfam,ccs2k7
cpas1,pairfam,anchor4,pairfam,cpas1
cpas2,pairfam,anchor4,pairfam,cpas2
cpas3,pairfam,anchor4,pairfam,cpas3
cpas4,pairfam,anchor4,pairfam,cpas4
igr22,pairfam,anchor4,pairfam,igr22
igr23m,pairfam,anchor4,pairfam,igr23m
igr23y,pairfam,anchor4,pairfam,igr23y
igr25,pairfam,anchor4,pairfam,igr25
igr26m,pairfam,anchor4,pairfam,igr26m
igr26y,pairfam,anchor4,pairfam,igr26y
igr87,pairfam,anchor4,pairfam,igr87
igr27,pairfam,anchor4,pairfam,igr27
igr28,pairfam,anchor4,pairfam,igr28
igr29,pairfam,anchor4,pairfam,igr29
igr30,pairfam,anchor4,pairfam,igr30
igr88,pairfam,anchor4,pairfam,igr88
igr31,pairfam,anchor4,pairfam,igr31
igr32,pairfam,anchor4,pairfam,igr32
igr81,pairfam,anchor4,pairfam,igr81
igr89,pairfam,anchor4,pairfam,igr89
igr33m,pairfam,anchor4,pairfam,igr33m
igr33y,pairfam,anchor4,pairfam,igr33y
igr82i1,pairfam,anchor4,pairfam,igr82i1
igr82i2,pairfam,anchor4,pairfam,igr82i2
igr82i3,pairfam,anchor4,pairfam,igr82i3
igr82i4,pairfam,anchor4,pairfam,igr82i4
igr82i5,pairfam,anchor4,pairfam,igr82i5
igr82i6,pairfam,anchor4,pairfam,igr82i6
igr82i7,pairfam,anchor4,pairfam,igr82i7
igr82i8,pairfam,anchor4,pairfam,igr82i8
igr82i9,pairfam,anchor4,pairfam,igr82i9
igr82i10,pairfam,anchor4,pairfam,igr82i10
igr82i11,pairfam,anchor4,pairfam,igr82i11
igr82i12,pairfam,anchor4,pairfam,igr82i12
igr82i12o,pairfam,anchor4,pairfam,igr82i12o
igr83,pairfam,anchor4,pairfam,igr83
igr83o,pairfam,anchor4,pairfam,igr83o
igr34,pairfam,anchor4,pairfam,igr34
igr35,pairfam,anchor4,pairfam,igr35
igr90,pairfam,anchor4,pairfam,igr90
igr36,pairfam,anchor4,pairfam,igr36
igr37,pairfam,anchor4,pairfam,igr37
igr84,pairfam,anchor4,pairfam,igr84
igr91,pairfam,anchor4,pairfam,igr91
igr38m,pairfam,anchor4,pairfam,igr38m
igr38y,pairfam,anchor4,pairfam,igr38y
igr85i1,pairfam,anchor4,pairfam,igr85i1
igr85i2,pairfam,anchor4,pairfam,igr85i2
igr85i3,pairfam,anchor4,pairfam,igr85i3
igr85i4,pairfam,anchor4,pairfam,igr85i4
igr85i5,pairfam,anchor4,pairfam,igr85i5
igr85i6,pairfam,anchor4,pairfam,igr85i6
igr85i7,pairfam,anchor4,pairfam,igr85i7
igr85i8,pairfam,anchor4,pairfam,igr85i8
igr85i9,pairfam,anchor4,pairfam,igr85i9
igr85i10,pairfam,anchor4,pairfam,igr85i10
igr85i11,pairfam,anchor4,pairfam,igr85i11
igr85i12,pairfam,anchor4,pairfam,igr85i12
igr85i12o,pairfam,anchor4,pairfam,igr85i12o
igr86,pairfam,anchor4,pairfam,igr86
igr86o,pairfam,anchor4,pairfam,igr86o
igr39p1,pairfam,anchor4,pairfam,igr39p1
igr39p2,pairfam,anchor4,pairfam,igr39p2
igr39p3,pairfam,anchor4,pairfam,igr39p3
igr39p4,pairfam,anchor4,pairfam,igr39p4
igr40p1,pairfam,anchor4,pairfam,igr40p1
igr40p2,pairfam,anchor4,pairfam,igr40p2
igr40p3,pairfam,anchor4,pairfam,igr40p3
igr40p4,pairfam,anchor4,pairfam,igr40p4
igr41p1,pairfam,anchor4,pairfam,igr41p1
igr41p2,pairfam,anchor4,pairfam,igr41p2
igr41p3,pairfam,anchor4,pairfam,igr41p3
igr41p4,pairfam,anchor4,pairfam,igr41p4
igr42p1,pairfam,anchor4,pairfam,igr42p1
igr42p2,pairfam,anchor4,pairfam,igr42p2
igr42p3,pairfam,anchor4,pairfam,igr42p3
igr42p4,pairfam,anchor4,pairfam,igr42p4
igr43p1,pairfam,anchor4,pairfam,igr43p1
igr43p2,pairfam,anchor4,pairfam,igr43p2
igr43p3,pairfam,anchor4,pairfam,igr43p3
igr43p4,pairfam,anchor4,pairfam,igr43p4
igr44p1,pairfam,anchor4,pairfam,igr44p1
igr44p2,pairfam,anchor4,pairfam,igr44p2
igr44p3,pairfam,anchor4,pairfam,igr44p3
igr44p4,pairfam,anchor4,pairfam,igr44p4
igr45p1,pairfam,anchor4,pairfam,igr45p1
igr45p2,pairfam,anchor4,pairfam,igr45p2
igr45p3,pairfam,anchor4,pairfam,igr45p3
igr45p4,pairfam,anchor4,pairfam,igr45p4
igr46p1,pairfam,anchor4,pairfam,igr46p1
igr46p2,pairfam,anchor4,pairfam,igr46p2
igr46p3,pairfam,anchor4,pairfam,igr46p3
igr46p4,pairfam,anchor4,pairfam,igr46p4
igr47p1,pairfam,anchor4,pairfam,igr47p1
igr47p2,pairfam,anchor4,pairfam,igr47p2
igr47p3,pairfam,anchor4,pairfam,igr47p3
igr47p4,pairfam,anchor4,pairfam,igr47p4
igr48p1,pairfam,anchor4,pairfam,igr48p1
igr48p2,pairfam,anchor4,pairfam,igr48p2
igr48p3,pairfam,anchor4,pairfam,igr48p3
igr48p4,pairfam,anchor4,pairfam,igr48p4
igr49p1,pairfam,anchor4,pairfam,igr49p1
igr49p2,pairfam,anchor4,pairfam,igr49p2
igr49p3,pairfam,anchor4,pairfam,igr49p3
igr49p4,pairfam,anchor4,pairfam,igr49p4
igr51p1,pairfam,anchor4,pairfam,igr51p1
igr51p1i1,pairfam,anchor4,pairfam,igr51p1i1
igr51p1i2,pairfam,anchor4,pairfam,igr51p1i2
igr51p1i3,pairfam,anchor4,pairfam,igr51p1i3
igr51p1i4,pairfam,anchor4,pairfam,igr51p1i4
igr51p1i6,pairfam,anchor4,pairfam,igr51p1i6
igr51p2,pairfam,anchor4,pairfam,igr51p2
igr51p2i1,pairfam,anchor4,pairfam,igr51p2i1
igr51p2i2,pairfam,anchor4,pairfam,igr51p2i2
igr51p2i3,pairfam,anchor4,pairfam,igr51p2i3
igr51p2i4,pairfam,anchor4,pairfam,igr51p2i4
igr51p2i6,pairfam,anchor4,pairfam,igr51p2i6
igr51p3,pairfam,anchor4,pairfam,igr51p3
igr51p3i1,pairfam,anchor4,pairfam,igr51p3i1
igr51p3i2,pairfam,anchor4,pairfam,igr51p3i2
igr51p3i3,pairfam,anchor4,pairfam,igr51p3i3
igr51p3i4,pairfam,anchor4,pairfam,igr51p3i4
igr51p3i6,pairfam,anchor4,pairfam,igr51p3i6
igr51p4,pairfam,anchor4,pairfam,igr51p4
igr51p4i1,pairfam,anchor4,pairfam,igr51p4i1
igr51p4i2,pairfam,anchor4,pairfam,igr51p4i2
igr51p4i3,pairfam,anchor4,pairfam,igr51p4i3
igr51p4i4,pairfam,anchor4,pairfam,igr51p4i4
igr51p4i6,pairfam,anchor4,pairfam,igr51p4i6
igr52p1,pairfam,anchor4,pairfam,igr52p1
igr52p2,pairfam,anchor4,pairfam,igr52p2
igr52p3,pairfam,anchor4,pairfam,igr52p3
igr52p4,pairfam,anchor4,pairfam,igr52p4
igr53p1,pairfam,anchor4,pairfam,igr53p1
igr53p2,pairfam,anchor4,pairfam,igr53p2
igr53p3,pairfam,anchor4,pairfam,igr53p3
igr53p4,pairfam,anchor4,pairfam,igr53p4
igr54p1,pairfam,anchor4,pairfam,igr54p1
igr54p2,pairfam,anchor4,pairfam,igr54p2
igr54p3,pairfam,anchor4,pairfam,igr54p3
igr54p4,pairfam,anchor4,pairfam,igr54p4
igr55p1,pairfam,anchor4,pairfam,igr55p1
igr55p2,pairfam,anchor4,pairfam,igr55p2
igr55p3,pairfam,anchor4,pairfam,igr55p3
igr55p4,pairfam,anchor4,pairfam,igr55p4
igr56p1,pairfam,anchor4,pairfam,igr56p1
igr56p2,pairfam,anchor4,pairfam,igr56p2
igr56p3,pairfam,anchor4,pairfam,igr56p3
igr56p4,pairfam,anchor4,pairfam,igr56p4
igr57p1,pairfam,anchor4,pairfam,igr57p1
igr57p2,pairfam,anchor4,pairfam,igr57p2
igr57p3,pairfam,anchor4,pairfam,igr57p3
igr57p4,pairfam,anchor4,pairfam,igr57p4
igr58p1,pairfam,anchor4,pairfam,igr58p1
igr58p2,pairfam,anchor4,pairfam,igr58p2
igr58p3,pairfam,anchor4,pairfam,igr58p3
igr58p4,pairfam,anchor4,pairfam,igr58p4
igr59p1,pairfam,anchor4,pairfam,igr59p1
igr59p2,pairfam,anchor4,pairfam,igr59p2
igr59p3,pairfam,anchor4,pairfam,igr59p3
igr59p4,pairfam,anchor4,pairfam,igr59p4
igr60p1,pairfam,anchor4,pairfam,igr60p1
igr60p2,pairfam,anchor4,pairfam,igr60p2
igr60p3,pairfam,anchor4,pairfam,igr60p3
